[DSK:vdb]Reads,[DSK:vdb]RMerge,[DSK:vdb]RKBytes,[DSK:vdb]WaitR,[DSK:vdb]Writes,[DSK:vdb]WMerge,[DSK:vdb]WKBytes,[DSK:vdb]WaitW,[DSK:vdb]Request,[DSK:vdb]QueLen,[DSK:vdb]Wait,[DSK:vdb]SvcTim,[DSK:vdb]Util
1,0,4,128,247,0,118255,850,477,128,847,4,100
0,0,0,0,222,0,106976,969,481,128,969,4,100
2,0,8,408,265,0,127814,974,478,128,970,4,100
0,0,0,0,303,0,144470,858,476,128,858,3,100
2,0,8,333,268,0,128838,891,477,127,887,4,100
0,0,0,0,266,0,127672,855,480,128,855,4,100
2,0,8,218,265,0,126852,915,475,128,910,4,100
0,0,0,0,198,0,94522,757,478,128,757,5,100
3,0,12,142,351,0,166402,870,471,128,864,3,100
1,0,4,33,413,0,198231,662,479,128,661,2,100
2,0,52,128,226,0,106384,1098,467,128,1089,4,100
2,0,8,138,277,37,131352,843,471,128,838,4,100
